"Comedians
"Writers
"Scholars
"Entrepreneurs
"Actors
"Film producers
"Film directors
"Screenwriters
"Media personalities
"Bloggers
"Musicians
"Poets
"Scientists
"Sportspeople
"Sani Abacha
"Moshood Abiola
"Abdulsalami Abubakar
"Rotimi Amaechi
"Atiku Abubakar
"Franca Afegbua
"Johnson Aguiyi-Ironsi
"Adebayo Alao Akala
"Samuel Akintola
"Abubakar Olusola Saraki
"Dora Akunyili
"Akinwunmi Ambode
"Anyim Pius Anyim
"Dave Umahi
"Iyorchia Ayu
"Obafemi Awolowo
"Nnamdi Azikiwe&#160;&#8211;&#32; first President of Nigeria
"Remi Babalola
"Ibrahim Babangida
"Abubakar Tafawa Balewa – prime minister of Nigeria
"Dimeji Bankole
"Ahmadu Bello
"Muhammadu Buhari
"Sullivan Chime
"Gbenga Daniel
"Oladipo Diya
"Philip Effiong
"Margaret Ekpo
"Ike Ekweremadu
"Alex Ekwueme
"Joy Emodi
"Okechukwu Enelamah
"Evan Enwerem
"Patricia Etteh
"Babatunde Raji Fashola
"Kayode Fayemi
"Ayo Fayose
"Florence Ita Giwa
"Yakubu Gowon
"Akanu Ibiam
"Tunde Idiagbon
"Alvan Ikoku
"Goodluck Jonathan
"Fela Kuti
"Herbert Macaulay
"David Mark
"K.O. Mbadiwe
"Naja'atu Bala Muhammad
"Murtala Mohammed
"Ghali Umar Na'Abba
"Chimaroke Nnamani
"Ken Nnamani
"Olusegun Obasanjo
"Godwin Obaseki
"Chike Obi
"Peter Obi
"Peter Odili
"Odumegwu Ojukwu
"Chuba Okadigbo
"Christopher Okojie
"Ngozi Okonjo-Iweala
"Rochas Okorocha
"Festus Okotie-Eboh
"Michael Okpara
"Reno Omokri
"Nwafor Orizu&#160;&#8211;&#32; Nigeria's second head of state (1965–1966)
"Dennis Osadebay
"Namadi Sambo
"Bukola Saraki
"Shehu Shagari
"Ernest Shonekan
"Aminu Waziri Tambuwal
"Bola Tinubu
"Adolphus Wabara
"Jaja Wachuku
"Joseph Wayas
"Umaru Musa Yar'Adua
"Funke Abimbola
"Bisi Adeleye-Fayemi
"Olisa Agbakoba
"Ayodele Awojobi
"Gani Fawehinmi
"Dele Giwa
"Aminu Kano
"Fela Kuti
"Sonny Okosun
"Beko Ransome-Kuti
"Funmilayo Ransome-Kuti
"Olikoye Ransome-Kuti
"Sani Abacha
"Johnson Aguiyi-Ironsi
"Martin Luther Agwai
"Chris Alli
"Owoye Andrew Azazi
"Ibrahim Badamosi Babangida
"Muhammadu Buhari
"Theophilus Danjuma
"Oladipo Diya
"Yakubu Gowon
"Aliyu Mohammed Gusau
"Salihu Ibrahim
"Tunde Idiagbon
"Alwali Kazir
"Victor Malu
"Murtala Mohammed
"Ike Nwachukwu
"Chukwuma Kaduna Nzeogwu
"Olusegun Obasanjo
"Alexander Ogomudia
"C. Odumegwu Ojukwu
"Paul Omu
"Mohammed Sani Sami
"Dangiwa Umar                                 
"2face Idibia
"9ice
"Adé Bantu
"Adekunle Gold
"Alex Boye
"Aṣa&#160;&#8211;&#32; singer-songwriter
"Banky W.
"Bola Are
"Brymo
"Chief Stephen Osita Osadebe
"Cobhams Asuquo
"D'banj
"Da Emperor
"Da Grin
"Davido
"Di'Ja
"Don Jazzy
"Dr. Alban&#160;&#8211;&#32; Sweden-based musician and producer
