"Helen Andelin (1920–2009), author of Fascinating Womanhood
"Maya Angelou (1928–2014), author and poet
"Thomas P. Barnett (1870–1929), architect and impressionist painter
"Thomas Hart Benton (1889–1975), painter
"George Caleb Bingham (1811–1879), artist (born in Virginia but moved to central Missouri)
"Edward McKendree Bounds (1835–1913), author and theologian
"Mark Bowden (born 1951), author, journalist
"William S. Burroughs (1914–1997), author (Naked Lunch)
"Kate Chopin (1851–1904), author (The Awakening) and early feminist
"Guy Anthony De Marco (born 1963), author of speculative fiction
"Lester Dent (1904–1959), author of Doc Savage novels
"Michele Dunaway (born 1965), author of romantic novels
"Suzette Haden Elgin (1936–2015), science-fiction author and linguist
"T. S. Eliot (1888–1965), poet, dramatist and literary critic
"Mary Engelbreit (born 1952), graphic artist, children's book illustrator
"Michael Evans (1944–2005), photographer
"Eugene Field (1850–1895), writer and poet
"Gillian Flynn (born 1971), novelist, television critic
"Martha Gellhorn (1908–1998), novelist, travel writer and journalist
"Steve Gerber (1947–2008), comic book writer and co-creator of Howard the Duck
"David L. Harrison (born 1937), children's author, poet, recipient of the Missourian Award (2006)f-19&#91;1&#93;
"William Least Heat-Moon (born 1939), author
"Robert A. Heinlein (1907–1988), science fiction author
"Frederick Hibbard (1881–1950), sculptor known for his works of famous 19th-century figures
"Langston Hughes (1902–1967), African-American poet, novelist and playwright
"William W. Johnstone (1938–2004), author of western, horror and survivalist novels
"Donald Judd (1928–1994), artist
"Jim Lee (born 1964), comic book artist and writer
"David Limbaugh (born 1952), columnist, author, political commentator
"Bernarr Macfadden (1868–1955), founder of Macfadden Publications, bodybuilding advocate
"Dennis L. McKiernan (born 1932), author
"Marianne Moore (1887–1972), poet and writer
"Archie Musick (1902–1978), painter and illustrator, associated with the Regionalist movement
"John R. Musick (1849–1901), author and poet, known for the Columbian Historical novels
"Ruth Ann Musick (1897–1974), author and folklorist
"H. Richard Niebuhr (1894–1962), author, theologian
"Reinhold Niebuhr (1892–1971), author, theologian, political commentator
"John Ross (born 1957), author
"Charles Marion Russell (1864–1926), artist
"Clay Shirky (born 1964), writer, consultant, lecturer, author of Here Comes Everybody
"Kimora Lee Simmons (born 1975), fashion model, author, actress
"Sara Teasdale (1884–1933), poet
"Kay Thompson (1909–1998), creator of Eloise children's books
"Ernest Trova (1927–2009), sculptor, surrealist and pop art painter best known for The Falling Man
"Margaret Truman (1924–2008), novelist and non-fiction author
"Mark Twain (1835–1910), born Samuel Clemens, iconic humorist, author and creator of Huckleberry Finn and Tom Sawyer
"Laura Ingalls Wilder (1867–1957), writer and author of Little House series
"Tennessee Williams (1911–1983), playwright (born in Mississippi, grew up in St. Louis)
"Daniel Woodrell (born 1953), author of crime fiction
"Paul Dana (1975–2006), IndyCar Series driver
"Lloyd Dane (1925–2015), NASCAR driver
"Russ Dugger (born 1975), NASCAR driver, Camping World Truck Series
